Year;Ceremony;Award;Winner;Name;Film
1935;8;Cinematography;TRUE;A Midsummer Night's Dream ;Hal Mohr
1935;8;Dance Direction;FALSE;Busby Berkeley;Lullaby of Broadway and The Words Are In My Heart numbers from Gold Diggers of 1935 [Third]
1935;8;Dance Direction;FALSE;Bobby Connolly;Latin from Manhattan number from Go into Your Dance
1935;8;Dance Direction;FALSE;Bobby Connolly;"Latin from Manhattan number from Go into Your Dance; and Playboy from Paree number from Broadway Hostess"
1935;8;Dance Direction;TRUE;Dave Gould;"I've Got a Feeling You're Fooling number from Broadway Melody of 1936; and Straw Hat number from Folies Bergere"
1935;8;Dance Direction;FALSE;Sammy Lee;Lovely Lady and Too Good To Be True numbers from King of Burlesque
1935;8;Dance Direction;FALSE;Hermes Pan;Piccolino and Top Hat, White Tie, and Tails numbers from Top Hat [Second]
1935;8;Dance Direction;FALSE;LeRoy Prinz;"It's the Animal in Me number from Big Broadcast of 1936; and Viennese Waltz number from All the King's Horses"
1935;8;Dance Direction;FALSE;Benjamin Zemach;Hall of Kings number from She
1935;8;Directing;FALSE;Captain Blood ;Michael Curtiz [Second]
1935;8;Directing;TRUE;The Informer ;John Ford
1935;8;Directing;FALSE;The Lives of a Bengal Lancer ;Henry Hathaway [Third]
1935;8;Directing;FALSE;Mutiny on the Bounty ;Frank Lloyd
1935;8;Film Editing;FALSE;David Copperfield ;Robert J. Kern
1935;8;Film Editing;FALSE;The Informer ;George Hively [Third]
1935;8;Film Editing;FALSE;Les Miserables ;Barbara McLean
1935;8;Film Editing;FALSE;The Lives of a Bengal Lancer ;Ellsworth Hoagland
1935;8;Film Editing;TRUE;A Midsummer Night's Dream ;Ralph Dawson
1935;8;Film Editing;FALSE;Mutiny on the Bounty ;Margaret Booth [Second]
1935;8;Music (Scoring);FALSE;Captain Blood ;Warner Brothers-First National Studio Music Department, Leo Forbstein, head of department  (Score by Erich Wolfgang Korngold) [Third]
1935;8;Music (Scoring);TRUE;The Informer ;RKO Radio Studio Music Department, Max Steiner, head of department  (Score by Max Steiner)
1935;8;Music (Scoring);FALSE;Mutiny on the Bounty ;Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department  (Score by Herbert Stothart) [Second]
1935;8;Music (Scoring);FALSE;Peter Ibbetson ;Paramount Studio Music Department, Irvin Talbot, head of department  (Score by Ernst Toch)
1935;8;Music (Song);FALSE;"""Cheek To Cheek"" from Top Hat";Music and Lyrics by Irving Berlin [Second]
1935;8;Music (Song);FALSE;"""Lovely To Look At"" from Roberta";"Music by Jerome Kern; Lyrics by Dorothy Fields and Jimmy McHugh [Third]"
1935;8;Music (Song);TRUE;"""Lullaby Of Broadway"" from Gold Diggers of 1935";"Music by Harry Warren; Lyrics by Al Dubin"
1935;8;Outstanding Production;FALSE;Alice Adams ;RKO Radio
1935;8;Outstanding Production;FALSE;Broadway Melody of 1936 ;Metro-Goldwyn-Mayer
1935;8;Outstanding Production;FALSE;Captain Blood ;Cosmopolitan [Third]
1935;8;Outstanding Production;FALSE;David Copperfield ;Metro-Goldwyn-Mayer
1935;8;Outstanding Production;FALSE;The Informer ;RKO Radio [Second]
1935;8;Outstanding Production;FALSE;Les Miserables ;20th Century
1935;8;Outstanding Production;FALSE;The Lives of a Bengal Lancer ;Paramount
1935;8;Outstanding Production;FALSE;A Midsummer Night's Dream ;Warner Brothers
1935;8;Outstanding Production;TRUE;Mutiny on the Bounty ;Metro-Goldwyn-Mayer
1935;8;Outstanding Production;FALSE;Naughty Marietta ;Metro-Goldwyn-Mayer
1935;8;Outstanding Production;FALSE;Ruggles of Red Gap ;Paramount
1935;8;Outstanding Production;FALSE;Top Hat ;RKO Radio
1935;8;Short Subject (Cartoon);FALSE;The Calico Dragon ;Harman-Ising [Third]
1935;8;Short Subject (Cartoon);TRUE;Three Orphan Kittens ;Walt Disney, Producer
1935;8;Short Subject (Cartoon);FALSE;Who Killed Cock Robin? ;Walt Disney, Producer [Second]
1935;8;Short Subject (Comedy);TRUE;How to Sleep ;Jack Chertok, Producer
1935;8;Short Subject (Comedy);FALSE;Oh, My Nerves ;Jules White, Producer [Second]
1935;8;Short Subject (Comedy);FALSE;Tit for Tat ;Hal Roach, Producer [Third]
1935;8;Short Subject (Novelty);FALSE;Audioscopiks ;Pete Smith, Producer [tied for 2nd]
1935;8;Short Subject (Novelty);FALSE;Camera Thrills ;Universal [tied for 2nd]
1935;8;Short Subject (Novelty);TRUE;Wings over Mt. Everest ;Gaumont British and Skibo Productions
1935;8;Sound Recording;FALSE;Bride of Frankenstein ;Universal Studio Sound Department, Gilbert Kurland, Sound Director
1935;8;Sound Recording;FALSE;Captain Blood ;Warner Brothers-First National Studio Sound Department, Nathan Levinson, Sound Director [Second]
1935;8;Sound Recording;FALSE;The Dark Angel ;United Artists Studio Sound Department, Thomas T. Moulton, Sound Director
1935;8;Sound Recording;FALSE;I Dream Too Much ;RKO Radio Studio Sound Department, Carl Dreher, Sound Director
1935;8;Sound Recording;FALSE;The Lives of a Bengal Lancer ;Paramount Studio Sound Department, Franklin B. Hansen, Sound Director [Third]
1935;8;Sound Recording;FALSE;Love Me Forever ;Columbia Studio Sound Department, John Livadary, Sound Director
1935;8;Sound Recording;TRUE;Naughty Marietta ;Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director
1935;8;Sound Recording;FALSE;$1,000 a Minute ;Republic Studio Sound Department
1935;8;Sound Recording;FALSE;Thanks a Million ;20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director
1935;8;Writing (Original Story);FALSE;Broadway Melody of 1936 ;Moss Hart [Third]
1935;8;Writing (Original Story);FALSE;G-Men ;Gregory Rogers [Second]
1935;8;Writing (Original Story);FALSE;The Gay Deception ;Don Hartman, Stephen Avery
1935;8;Writing (Original Story);TRUE;The Scoundrel ;Ben Hecht, Charles MacArthur
1935;8;Writing (Screenplay);FALSE;Captain Blood ;Casey Robinson [Third]
1935;8;Writing (Screenplay);TRUE;The Informer ;Dudley Nichols
1935;8;Writing (Screenplay);FALSE;The Lives of a Bengal Lancer ;"Screenplay by Waldemar Young, John L. Balderston, Achmed Abdullah; Adaptation by Grover Jones, William Slavens McNutt"
1935;8;Writing (Screenplay);FALSE;Mutiny on the Bounty ;Talbot Jennings, Jules Furthman, Carey Wilson [Second]
1935;8;Special Award;TRUE;David Wark Griffith;
1936;9;Actor;FALSE;Gary Cooper;Mr. Deeds Goes to Town
1936;9;Actor;FALSE;Walter Huston;Dodsworth
1936;9;Actor;TRUE;Paul Muni;The Story of Louis Pasteur
1936;9;Actor;FALSE;William Powell;My Man Godfrey
1936;9;Actor;FALSE;Spencer Tracy;San Francisco
1936;9;Actor in a Supporting Role;FALSE;Mischa Auer;My Man Godfrey
1936;9;Actor in a Supporting Role;TRUE;Walter Brennan;Come and Get It
1936;9;Actor in a Supporting Role;FALSE;Stuart Erwin;Pigskin Parade
1936;9;Actor in a Supporting Role;FALSE;Basil Rathbone;Romeo and Juliet
1936;9;Actor in a Supporting Role;FALSE;Akim Tamiroff;The General Died at Dawn
1936;9;Actress;FALSE;Irene Dunne;Theodora Goes Wild
1936;9;Actress;FALSE;Gladys George;Valiant Is the Word for Carrie
1936;9;Actress;FALSE;Carole Lombard;My Man Godfrey
1936;9;Actress;TRUE;Luise Rainer;The Great Ziegfeld
1936;9;Actress;FALSE;Norma Shearer;Romeo and Juliet
1936;9;Actress in a Supporting Role;FALSE;Beulah Bondi;The Gorgeous Hussy
1936;9;Actress in a Supporting Role;FALSE;Alice Brady;My Man Godfrey
1936;9;Actress in a Supporting Role;FALSE;Bonita Granville;These Three
1936;9;Actress in a Supporting Role;FALSE;Maria Ouspenskaya;Dodsworth
1936;9;Actress in a Supporting Role;TRUE;Gale Sondergaard;Anthony Adverse
1936;9;Art Direction;FALSE;Anthony Adverse ;Anton Grot
1936;9;Art Direction;TRUE;Dodsworth ;Richard Day
1936;9;Art Direction;FALSE;The Great Ziegfeld ;Cedric Gibbons, Eddie Imazu, Edwin B. Willis
1936;9;Art Direction;FALSE;Lloyds of London ;William S. Darling
1936;9;Art Direction;FALSE;The Magnificent Brute ;Albert S. D'Agostino, Jack Otterson
1936;9;Art Direction;FALSE;Romeo and Juliet ;Cedric Gibbons, Fredric Hope, Edwin B. Willis
1936;9;Art Direction;FALSE;Winterset ;Perry Ferguson
1936;9;Assistant Director;FALSE;Anthony Adverse ;William Cannon
1936;9;Assistant Director;TRUE;The Charge of the Light Brigade ;Jack Sullivan
1936;9;Assistant Director;FALSE;The Garden of Allah ;Eric G. Stacey
1936;9;Assistant Director;FALSE;The Last of the Mohicans ;Clem Beauchamp
1936;9;Assistant Director;FALSE;San Francisco ;Joseph Newman
1936;9;Cinematography;TRUE;Anthony Adverse ;Gaetano Gaudio
1936;9;Cinematography;FALSE;The General Died at Dawn ;Victor Milner
1936;9;Cinematography;FALSE;The Gorgeous Hussy ;George Folsey
1936;9;Dance Direction;FALSE;Busby Berkeley;Love and War number from Gold Diggers of 1937
1936;9;Dance Direction;FALSE;Bobby Connolly;1000 Love Songs number from Cain and Mabel
1936;9;Dance Direction;TRUE;Seymour Felix;A Pretty Girl Is Like a Melody number from The Great Ziegfeld
1936;9;Dance Direction;FALSE;Dave Gould;Swingin' the Jinx number from Born to Dance
1936;9;Dance Direction;FALSE;Jack Haskell;Skating Ensemble number from One in a Million
1936;9;Dance Direction;FALSE;Russell Lewis;The Finale number from Dancing Pirate
1936;9;Dance Direction;FALSE;Hermes Pan;Bojangles of Harlem number from Swing Time
1936;9;Directing;FALSE;Dodsworth ;William Wyler
1936;9;Directing;FALSE;The Great Ziegfeld ;Robert Z. Leonard
1936;9;Directing;TRUE;Mr. Deeds Goes to Town ;Frank Capra
1936;9;Directing;FALSE;My Man Godfrey ;Gregory La Cava
1936;9;Directing;FALSE;San Francisco ;W. S. Van Dyke
1936;9;Film Editing;TRUE;Anthony Adverse ;Ralph Dawson
1936;9;Film Editing;FALSE;Come and Get It ;Edward Curtiss
1936;9;Film Editing;FALSE;The Great Ziegfeld ;William S. Gray
1936;9;Film Editing;FALSE;Lloyds of London ;Barbara McLean
1936;9;Film Editing;FALSE;A Tale of Two Cities ;Conrad A. Nervig
1936;9;Film Editing;FALSE;Theodora Goes Wild ;Otto Meyer
1936;9;Music (Scoring);TRUE;Anthony Adverse ;Warner Brothers Studio Music Department, Leo Forbstein, head of department  (Score by Erich Wolfgang Korngold)
1936;9;Music (Scoring);FALSE;The Charge of the Light Brigade ;Warner Brothers Studio Music Department, Leo Forbstein, head of department  (Score by Max Steiner)
1936;9;Music (Scoring);FALSE;The Garden of Allah ;Selznick International Pictures Music Department, Max Steiner, head of department  (Score by Max Steiner)
1936;9;Music (Scoring);FALSE;The General Died at Dawn ;Paramount Studio Music Department, Boris Morros, head of department  (Score by Werner Janssen)
1936;9;Music (Scoring);FALSE;Winterset ;RKO Radio Studio Music Department, Nathaniel Shilkret, head of department  (Score by Nathaniel Shilkret)
1936;9;Music (Song);FALSE;"""Did I Remember"" from Suzy";"Music by Walter Donaldson; Lyrics by Harold Adamson"
1936;9;Music (Song);FALSE;"""I've Got You Under My Skin"" from Born to Dance";Music and Lyrics by Cole Porter
1936;9;Music (Song);FALSE;"""A Melody From The Sky"" from Trail of the Lonesome Pine";"Music by Louis Alter; Lyrics by Sidney Mitchell"
1936;9;Music (Song);FALSE;"""Pennies From Heaven"" from Pennies from Heaven";"Music by Arthur Johnston; Lyrics by Johnny Burke"
1936;9;Music (Song);TRUE;"""The Way You Look Tonight"" from Swing Time";"Music by Jerome Kern; Lyrics by Dorothy Fields"
1936;9;Music (Song);FALSE;"""When Did You Leave Heaven"" from Sing, Baby, Sing";"Music by Richard A. Whiting; Lyrics by Walter Bullock"
1936;9;Outstanding Production;FALSE;Anthony Adverse ;Warner Brothers
1936;9;Outstanding Production;FALSE;Dodsworth ;Samuel Goldwyn Productions
1936;9;Outstanding Production;TRUE;The Great Ziegfeld ;Metro-Goldwyn-Mayer
1936;9;Outstanding Production;FALSE;Libeled Lady ;Metro-Goldwyn-Mayer
1936;9;Outstanding Production;FALSE;Mr. Deeds Goes to Town ;Columbia
1936;9;Outstanding Production;FALSE;Romeo and Juliet ;Metro-Goldwyn-Mayer
1936;9;Outstanding Production;FALSE;San Francisco ;Metro-Goldwyn-Mayer
1936;9;Outstanding Production;FALSE;The Story of Louis Pasteur ;Cosmopolitan
1936;9;Outstanding Production;FALSE;A Tale of Two Cities ;Metro-Goldwyn-Mayer
1936;9;Outstanding Production;FALSE;Three Smart Girls ;Universal
1936;9;Short Subject (Cartoon);TRUE;The Country Cousin ;Walt Disney, Producer
1936;9;Short Subject (Cartoon);FALSE;Old Mill Pond ;Harman-Ising
1936;9;Short Subject (Cartoon);FALSE;Sinbad the Sailor ;Paramount
1936;9;Short Subject (Color);TRUE;Give Me Liberty ;Warner Brothers
1936;9;Short Subject (Color);FALSE;La Fiesta de Santa Barbara ;Lewis Lewyn, Producer
1936;9;Short Subject (Color);FALSE;Popular Science J-6-2 ;Paramount
1936;9;Short Subject (One Reel);TRUE;Bored of Education ;Hal Roach, Producer
1936;9;Short Subject (One Reel);FALSE;Moscow Moods ;Paramount
1936;9;Short Subject (One Reel);FALSE;Wanted, a Master ;Pete Smith, Producer
1936;9;Short Subject (Two Reel);FALSE;Double or Nothing ;Warner Brothers
1936;9;Short Subject (Two Reel);FALSE;Dummy Ache ;RKO Radio
1936;9;Short Subject (Two Reel);TRUE;The Public Pays ;Metro-Goldwyn-Mayer
1936;9;Sound Recording;FALSE;Banjo on My Knee ;20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director
1936;9;Sound Recording;FALSE;The Charge of the Light Brigade ;Warner Brothers Studio Sound Department, Nathan Levinson, Sound Director
1936;9;Sound Recording;FALSE;Dodsworth ;United Artists Studio Sound Department, Thomas T. Moulton, Sound Director
1936;9;Sound Recording;FALSE;General Spanky ;Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director
1936;9;Sound Recording;FALSE;Mr. Deeds Goes to Town ;Columbia Studio Sound Department, John Livadary, Sound Director
1936;9;Sound Recording;TRUE;San Francisco ;Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director
1936;9;Sound Recording;FALSE;The Texas Rangers ;Paramount Studio Sound Department, Franklin B. Hansen, Sound Director
1936;9;Sound Recording;FALSE;That Girl from Paris ;RKO Radio Studio Sound Department, J. O. Aalberg, Sound Director
1936;9;Sound Recording;FALSE;Three Smart Girls ;Universal Studio Sound Department, Homer G. Tasker, Sound Director
1936;9;Writing (Original Story);FALSE;Fury ;Norman Krasna
1936;9;Writing (Original Story);FALSE;The Great Ziegfeld ;William Anthony McGuire
1936;9;Writing (Original Story);FALSE;San Francisco ;Robert Hopkins
1936;9;Writing (Original Story);TRUE;The Story of Louis Pasteur ;Pierre Collings, Sheridan Gibney
1936;9;Writing (Original Story);FALSE;Three Smart Girls ;Adele Comandini
1936;9;Writing (Screenplay);FALSE;After the Thin Man ;Frances Goodrich, Albert Hackett
1936;9;Writing (Screenplay);FALSE;Dodsworth ;Sidney Howard
1936;9;Writing (Screenplay);FALSE;Mr. Deeds Goes to Town ;Robert Riskin
1936;9;Writing (Screenplay);FALSE;My Man Godfrey ;Eric Hatch, Morris Ryskind
1936;9;Writing (Screenplay);TRUE;The Story of Louis Pasteur ;Pierre Collings, Sheridan Gibney
1936;9;Special Award;TRUE;The March of Time;
1936;9;Special Award;TRUE;W. Howard Greene and Harold Rosson;The Garden of Allah
1937;10;Actor;FALSE;Charles Boyer;Conquest
1937;10;Actor;FALSE;Fredric March;A Star Is Born
1937;10;Actor;FALSE;Robert Montgomery;Night Must Fall
1937;10;Actor;FALSE;Paul Muni;The Life of Emile Zola
1937;10;Actor;TRUE;Spencer Tracy;Captains Courageous
1937;10;Actor in a Supporting Role;FALSE;Ralph Bellamy;The Awful Truth
1937;10;Actor in a Supporting Role;FALSE;Thomas Mitchell;The Hurricane
1937;10;Actor in a Supporting Role;TRUE;Joseph Schildkraut;The Life of Emile Zola
1937;10;Actor in a Supporting Role;FALSE;H. B. Warner;Lost Horizon
1937;10;Actor in a Supporting Role;FALSE;Roland Young;Topper
1937;10;Actress;FALSE;Irene Dunne;The Awful Truth
1937;10;Actress;FALSE;Greta Garbo;Camille
1937;10;Actress;FALSE;Janet Gaynor;A Star Is Born
1937;10;Actress;TRUE;Luise Rainer;The Good Earth
1937;10;Actress;FALSE;Barbara Stanwyck;Stella Dallas
1937;10;Actress in a Supporting Role;TRUE;Alice Brady;In Old Chicago
1937;10;Actress in a Supporting Role;FALSE;Andrea Leeds;Stage Door
1937;10;Actress in a Supporting Role;FALSE;Anne Shirley;Stella Dallas
1937;10;Actress in a Supporting Role;FALSE;Claire Trevor;Dead End
1937;10;Actress in a Supporting Role;FALSE;Dame May Whitty;Night Must Fall
1937;10;Art Direction;FALSE;Conquest ;Cedric Gibbons, William Horning
1937;10;Art Direction;FALSE;A Damsel in Distress ;Carroll Clark
1937;10;Art Direction;FALSE;Dead End ;Richard Day
1937;10;Art Direction;FALSE;Every Day's a Holiday ;Wiard Ihnen
1937;10;Art Direction;FALSE;The Life of Emile Zola ;Anton Grot
1937;10;Art Direction;TRUE;Lost Horizon ;Stephen Goosson
1937;10;Art Direction;FALSE;Manhattan Merry-Go-Round ;John Victor Mackay
1937;10;Art Direction;FALSE;The Prisoner of Zenda ;Lyle Wheeler
1937;10;Art Direction;FALSE;Souls at Sea ;Hans Dreier, Roland Anderson
1937;10;Art Direction;FALSE;Walter Wanger's Vogues of 1938 ;Alexander Toluboff
1937;10;Art Direction;FALSE;Wee Willie Winkie ;William S. Darling, David Hall
1937;10;Art Direction;FALSE;You're a Sweetheart ;Jack Otterson
1937;10;Assistant Director;TRUE;In Old Chicago ;Robert Webb
1937;10;Assistant Director;FALSE;The Life of Emile Zola ;Russ Saunders
1937;10;Assistant Director;FALSE;Lost Horizon ;C. C. Coleman, Jr.
1937;10;Assistant Director;FALSE;Souls at Sea ;Hal Walker
1937;10;Assistant Director;FALSE;A Star Is Born ;Eric Stacey
1937;10;Cinematography;FALSE;Dead End ;Gregg Toland
1937;10;Cinematography;TRUE;The Good Earth ;Karl Freund
1937;10;Cinematography;FALSE;Wings over Honolulu ;Joseph Valentine
1937;10;Dance Direction;FALSE;Busby Berkeley;The Finale number from Varsity Show
1937;10;Dance Direction;FALSE;Bobby Connolly;Too Marvelous for Words number from Ready, Willing and Able
1937;10;Dance Direction;FALSE;Dave Gould;All God's Children Got Rhythm number from A Day at the Races
1937;10;Dance Direction;FALSE;Sammy Lee;Swing Is Here to Stay number from Ali Baba Goes to Town
1937;10;Dance Direction;FALSE;Harry Losee;Prince Igor Suite number from Thin Ice
1937;10;Dance Direction;TRUE;Hermes Pan;Fun House number from A Damsel in Distress
1937;10;Dance Direction;FALSE;LeRoy Prinz;Luau number from Waikiki Wedding
1937;10;Directing;TRUE;The Awful Truth ;Leo McCarey
1937;10;Directing;FALSE;The Good Earth ;Sidney Franklin
1937;10;Directing;FALSE;The Life of Emile Zola ;William Dieterle
1937;10;Directing;FALSE;Stage Door ;Gregory La Cava
1937;10;Directing;FALSE;A Star Is Born ;William Wellman
1937;10;Film Editing;FALSE;The Awful Truth ;Al Clark
1937;10;Film Editing;FALSE;Captains Courageous ;Elmo Veron
1937;10;Film Editing;FALSE;The Good Earth ;Basil Wrangell
1937;10;Film Editing;TRUE;Lost Horizon ;Gene Havlick, Gene Milford
1937;10;Film Editing;FALSE;One Hundred Men and a Girl ;Bernard W. Burton
1937;10;Music (Scoring);FALSE;The Hurricane ;Samuel Goldwyn Studio Music Department, Alfred Newman, head of department  (Score by Alfred Newman)
1937;10;Music (Scoring);FALSE;In Old Chicago ;20th Century-Fox Studio Music Department, Louis Silvers, head of department  (no composer credit)
1937;10;Music (Scoring);FALSE;The Life of Emile Zola ;Warner Brothers Studio Music Department, Leo Forbstein, head of department  (Score by Max Steiner)
1937;10;Music (Scoring);FALSE;Lost Horizon ;Columbia Studio Music Department, Morris Stoloff, head of department  (Score by Dimitri Tiomkin)
1937;10;Music (Scoring);FALSE;Make a Wish ;Principal Productions, Dr. Hugo Riesenfeld, musical director  (Score by Dr. Hugo Riesenfeld)
1937;10;Music (Scoring);FALSE;Maytime ;Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department  (Score by Herbert Stothart)
1937;10;Music (Scoring);TRUE;One Hundred Men and a Girl ;Universal Studio Music Department, Charles Previn, head of department  (no composer credit)
1937;10;Music (Scoring);FALSE;Portia on Trial ;Republic Studio Music Department, Alberto Colombo, head of department  (Score by Alberto Colombo)
